Date,Hour,Day,Holiday,Load,Load,t-3,Load,t-3,,t-3,t-2,t-3,t-2,t-2,t-1,t-2,t-1,t-1,t-1,H/o,H/o,h/o,W/o,,W/O,Month,d-1,month,d-1,d-1
,21,,,35.41992186,0.114257812,13.2,01:00.1,0.042580645,2:0.042580645,02:00.0,42.41324221,00:00.0,0.13681691,03:00.1,37.00030661,00:00.1,0.119355828,04:00.1,00:00.1,1,5:1,5:01,0,6:0,6:00,10,30.6,7:10,0.098709677,08:00.1
,22,,,38.03305544,0.122687276,42.41324221,01:00.1,0.13681691,2:0.13681691,02:00.1,37.00030661,00:00.1,0.119355828,03:00.1,35.41992186,00:00.1,0.114257812,04:00.1,00:00.1,1,5:1,5:01,0,6:0,6:00,10,29.7,7:10,0.095806452,08:00.1
,23,,,35.96064908,0.116002094,37.00030661,01:00.1,0.119355828,2:0.119355828,02:00.1,35.41992186,00:00.1,0.114257812,03:00.1,38.03305544,00:00.1,0.122687276,04:00.1,00:00.1,1,5:1,5:01,0,6:0,6:00,10,37.5,7:10,0.120967742,08:00.1
9/2/2014,0,Tuesday,,29.58425485,0.09543308,35.41992186,01:00.1,0.114257812,2:0.114257812,02:00.1,38.03305544,00:00.1,0.122687276,03:00.1,35.96064908,00:00.1,0.116002094,04:00.1,00:00.1,1,5:1,5:01,0,6:0,6:00,10,31,7:10,0.1,08:00.1
,1,,,28.58465855,0.092208576,38.03305544,01:00.1,0.122687276,2:0.122687276,02:00.1,35.96064908,00:00.1,0.116002094,03:00.1,29.58425485,00:00.1,0.09543308,04:00.1,00:00.1,1,5:1,5:01,0,6:0,6:00,10,34.4,7:10,0.110967742,08:00.1
,2,,,34.68502468,0.111887176,35.96064908,01:00.1,0.116002094,2:0.116002094,02:00.1,29.58425485,00:00.1,0.09543308,03:00.1,28.58465855,00:00.1,0.092208576,04:00.1,00:00.1,1,5:1,5:01,0,6:0,6:00,10,32.7,7:10,0.105483871,08:00.1
,3,,,33.90667816,0.109376381,29.58425485,01:00.1,0.09543308,2:0.09543308,02:00.1,28.58465855,00:00.1,0.092208576,03:00.1,34.68502468,00:00.1,0.111887176,04:00.1,00:00.1,1,5:1,5:01,0,6:0,6:00,10,33.1,7:10,0.106774194,08:00.1
,4,,,32.52819721,0.104929668,28.58465855,01:00.1,0.092208576,2:0.092208576,02:00.1,34.68502468,00:00.1,0.111887176,03:00.1,33.90667816,00:00.1,0.109376381,04:00.1,00:00.1,1,5:1,5:01,0,6:0,6:00,10,30.4,7:10,0.098064516,08:00.1
,5,,,31.82267223,0.102653781,34.68502468,01:00.1,0.111887176,2:0.111887176,02:00.1,33.90667816,00:00.1,0.109376381,03:00.1,32.52819721,00:00.1,0.104929668,04:00.1,00:00.1,1,5:1,5:01,0,6:0,6:00,10,30.2,7:10,0.097419355,08:00.1
,6,,,47.49990536,0.153225501,33.90667816,01:00.2,0.109376381,2:0.109376381,02:00.1,32.52819721,00:00.1,0.104929668,03:00.1,31.82267223,00:00.1,0.102653781,04:00.1,00:00.1,1,5:1,5:01,0,6:0,6:00,10,38.1,7:10,0.122903226,08:00.1
,7,,,99.02705483,0.319442112,32.52819721,01:00.3,0.104929668,2:0.104929668,02:00.1,31.82267223,00:00.1,0.102653781,03:00.1,47.49990536,00:00.1,0.153225501,04:00.2,00:00.2,1,5:1,5:01,0,6:0,6:00,10,64.6,7:10,0.208387097,08:00.2
,8,,,7.9,0.025483871,31.82267223,01:00.0,0.102653781,2:0.102653781,02:00.1,47.49990536,00:00.1,0.153225501,03:00.2,99.02705483,00:00.2,0.319442112,04:00.3,00:00.3,1,5:1,5:01,0,6:0,6:00,10,103.9,7:10,0.33516129,08:00.3
,9,,,211.4711644,0.682165046,47.49990536,01:00.7,0.153225501,2:0.153225501,02:00.2,99.02705483,00:00.2,0.319442112,03:00.3,7.9,00:00.3,0.025483871,04:00.0,00:00.0,1,5:1,5:01,0,6:0,6:00,10,157.2,7:10,0.507096774,08:00.5
,10,,,33.35,0.107580645,99.02705483,01:00.1,0.319442112,2:0.319442112,02:00.3,7.9,00:00.3,0.025483871,03:00.0,211.4711644,00:00.0,0.682165046,04:00.7,00:00.7,1,5:1,5:01,1,6:1,6:01,10,194.1,7:10,0.626129032,08:00.6
,11,,,263,0.848387097,7.9,01:00.8,0.025483871,2:0.025483871,02:00.0,211.4711644,00:00.0,0.682165046,03:00.7,33.35,00:00.7,0.107580645,04:00.1,00:00.1,1,5:1,5:01,1,6:1,6:01,10,226.7,7:10,0.731290323,08:00.7
,12,,,217.9,0.702903226,211.4711644,01:00.7,0.682165046,2:0.682165046,02:00.7,33.35,00:00.7,0.107580645,03:00.1,263,00:00.1,0.848387097,04:00.8,00:00.8,1,5:1,5:01,1,6:1,6:01,10,191.5,7:10,0.617741935,08:00.6
,13,,,221,0.712903226,33.35,01:00.7,0.107580645,2:0.107580645,02:00.1,263,00:00.1,0.848387097,03:00.8,217.9,00:00.8,0.702903226,04:00.7,00:00.7,1,5:1,5:01,1,6:1,6:01,10,193.9,7:10,0.625483871,08:00.6
,14,,,162.3,0.523548387,263,01:00.5,0.848387097,2:0.848387097,02:00.8,217.9,00:00.8,0.702903226,03:00.7,221,00:00.7,0.712903226,04:00.7,00:00.7,1,5:1,5:01,1,6:1,6:01,10,246,7:10,0.793548387,08:00.8
,15,,,197.6,0.637419355,217.9,01:00.6,0.702903226,2:0.702903226,02:00.7,221,00:00.7,0.712903226,03:00.7,162.3,00:00.7,0.523548387,04:00.5,00:00.5,1,5:1,5:01,1,6:1,6:01,10,62,7:10,0.2,08:00.2
,16,,,195.9,0.631935484,221,01:00.6,0.712903226,2:0.712903226,02:00.7,162.3,00:00.7,0.523548387,03:00.5,197.6,00:00.5,0.637419355,04:00.6,00:00.6,1,5:1,5:01,1,6:1,6:01,10,37.7,7:10,0.121612903,08:00.1
,17,,,133.1,0.429354839,162.3,01:00.4,0.523548387,2:0.523548387,02:00.5,197.6,00:00.5,0.637419355,03:00.6,195.9,00:00.6,0.631935484,04:00.6,00:00.6,1,5:1,5:01,1,6:1,6:01,10,124.3,7:10,0.400967742,08:00.4
,18,,,82.9,0.267419355,197.6,01:00.3,0.637419355,2:0.637419355,02:00.6,195.9,00:00.6,0.631935484,03:00.6,133.1,00:00.6,0.429354839,04:00.4,00:00.4,1,5:1,5:01,0,6:0,6:00,10,13.2,7:10,0.042580645,08:00.0
,19,,,42.6,0.137419355,195.9,01:00.1,0.631935484,2:0.631935484,02:00.6,133.1,00:00.6,0.429354839,03:00.4,82.9,00:00.4,0.267419355,04:00.3,00:00.3,1,5:1,5:01,0,6:0,6:00,10,42.41324221,7:10,0.13681691,08:00.1
,20,,,40.3,0.13,133.1,01:00.1,0.429354839,2:0.429354839,02:00.4,82.9,00:00.4,0.267419355,03:00.3,42.6,00:00.3,0.137419355,04:00.1,00:00.1,1,5:1,5:01,0,6:0,6:00,10,37.00030661,7:10,0.119355828,08:00.1
,21,,,32.5,0.10483871,82.9,01:00.1,0.267419355,2:0.267419355,02:00.3,42.6,00:00.3,0.137419355,03:00.1,40.3,00:00.1,0.13,04:00.1,04:00.1,1,5:1,5:01,0,6:0,6:00,10,35.41992186,7:10,0.114257812,08:00.1
,22,,,36.8,0.118709677,42.6,01:00.1,0.137419355,2:0.137419355,02:00.1,40.3,00:00.1,0.13,03:00.1,32.5,03:00.1,0.10483871,04:00.1,00:00.1,1,5:1,5:01,0,6:0,6:00,10,38.03305544,7:10,0.122687276,08:00.1
,23,,,35,0.112903226,40.3,01:00.1,0.13,2:0.13,02:00.1,32.5,02:00.1,0.10483871,03:00.1,36.8,00:00.1,0.118709677,04:00.1,00:00.1,1,5:1,5:01,0,6:0,6:00,10,35.96064908,7:10,0.116002094,08:00.1
9/3/2014,0,Wednesday,,29.3,0.094516129,32.5,01:00.1,0.10483871,2:0.10483871,02:00.1,36.8,00:00.1,0.118709677,03:00.1,35,00:00.1,0.112903226,04:00.1,00:00.1,1,5:1,5:01,0,6:0,6:00,10,29.58425485,7:10,0.09543308,08:00.1
,1,,,35.9,0.115806452,36.8,01:00.1,0.118709677,2:0.118709677,02:00.1,35,00:00.1,0.112903226,03:00.1,29.3,00:00.1,0.094516129,04:00.1,00:00.1,1,5:1,5:01,0,6:0,6:00,10,28.58465855,7:10,0.092208576,08:00.1
,2,,,32.6,0.10516129,35,01:00.1,0.112903226,2:0.112903226,02:00.1,29.3,00:00.1,0.094516129,03:00.1,35.9,00:00.1,0.115806452,04:00.1,00:00.1,1,5:1,5:01,0,6:0,6:00,10,34.68502468,7:10,0.111887176,08:00.1
,3,,,34.9,0.112580645,29.3,01:00.1,0.094516129,2:0.094516129,02:00.1,35.9,00:00.1,0.115806452,03:00.1,32.6,00:00.1,0.10516129,04:00.1,00:00.1,1,5:1,5:01,0,6:0,6:00,10,33.90667816,7:10,0.109376381,08:00.1
,4,,,33.5,0.108064516,35.9,01:00.1,0.115806452,2:0.115806452,02:00.1,32.6,00:00.1,0.10516129,03:00.1,34.9,00:00.1,0.112580645,04:00.1,00:00.1,1,5:1,5:01,0,6:0,6:00,10,32.52819721,7:10,0.104929668,08:00.1
,5,,,33.8,0.109032258,32.6,01:00.1,0.10516129,2:0.10516129,02:00.1,34.9,00:00.1,0.112580645,03:00.1,33.5,00:00.1,0.108064516,04:00.1,00:00.1,1,5:1,5:01,0,6:0,6:00,10,31.82267223,7:10,0.102653781,08:00.1
,6,,,47.7,0.153870968,34.9,01:00.2,0.112580645,2:0.112580645,02:00.1,33.5,00:00.1,0.108064516,03:00.1,33.8,00:00.1,0.109032258,04:00.1,00:00.1,1,5:1,5:01,0,6:0,6:00,10,47.49990536,7:10,0.153225501,08:00.2
,7,,,27.5,0.088709677,33.5,01:00.1,0.108064516,2:0.108064516,02:00.1,33.8,00:00.1,0.109032258,03:00.1,47.7,00:00.1,0.153870968,04:00.2,00:00.2,1,5:1,5:01,0,6:0,6:00,10,99.02705483,7:10,0.319442112,08:00.3
,8,,,135.9899838,0.438677367,33.8,01:00.4,0.109032258,2:0.109032258,02:00.1,47.7,00:00.1,0.153870968,03:00.2,27.5,00:00.2,0.088709677,04:00.1,00:00.1,1,5:1,5:01,0,6:0,6:00,10,7.9,7:10,0.025483871,08:00.0
,9,,,35.48,0.114451613,47.7,01:00.1,0.153870968,2:0.153870968,02:00.2,27.5,00:00.2,0.088709677,03:00.1,135.9899838,00:00.1,0.438677367,04:00.4,00:00.4,1,5:1,5:01,0,6:0,6:00,10,211.4711644,7:10,0.682165046,08:00.7
,10,,,208.1,0.671290323,27.5,01:00.7,0.088709677,2:0.088709677,02:00.1,135.9899838,00:00.1,0.438677367,03:00.4,35.48,00:00.4,0.114451613,04:00.1,00:00.1,1,5:1,5:01,1,6:1,6:01,10,33.35,7:10,0.107580645,08:00.1
,11,,,225,0.725806452,135.9899838,01:00.7,0.438677367,2:0.438677367,02:00.4,35.48,00:00.4,0.114451613,03:00.1,208.1,00:00.1,0.671290323,04:00.7,00:00.7,1,5:1,5:01,1,6:1,6:01,10,263,7:10,0.848387097,08:00.8
,12,,,223.7,0.721612903,35.48,01:00.7,0.114451613,2:0.114451613,02:00.1,208.1,00:00.1,0.671290323,03:00.7,225,00:00.7,0.725806452,04:00.7,00:00.7,1,5:1,5:01,1,6:1,6:01,10,217.9,7:10,0.702903226,08:00.7
,13,,,204.2,0.658709677,208.1,01:00.7,0.671290323,2:0.671290323,02:00.7,225,00:00.7,0.725806452,03:00.7,223.7,00:00.7,0.721612903,04:00.7,00:00.7,1,5:1,5:01,1,6:1,6:01,10,221,7:10,0.712903226,08:00.7
,14,,,240.5,0.775806452,225,01:00.8,0.725806452,2:0.725806452,02:00.7,223.7,00:00.7,0.721612903,03:00.7,204.2,00:00.7,0.658709677,04:00.7,00:00.7,1,5:1,5:01,1,6:1,6:01,10,162.3,7:10,0.523548387,08:00.5
,15,,,216.1,0.697096774,223.7,01:00.7,0.721612903,2:0.721612903,02:00.7,204.2,00:00.7,0.658709677,03:00.7,240.5,00:00.7,0.775806452,04:00.8,00:00.8,1,5:1,5:01,1,6:1,6:01,10,197.6,7:10,0.637419355,08:00.6
,16,,,160.9,0.519032258,204.2,01:00.5,0.658709677,2:0.658709677,02:00.7,240.5,00:00.7,0.775806452,03:00.8,216.1,00:00.8,0.697096774,04:00.7,00:00.7,1,5:1,5:01,1,6:1,6:01,10,195.9,7:10,0.631935484,08:00.6
,17,,,125.8,0.405806452,240.5,01:00.4,0.775806452,2:0.775806452,02:00.8,216.1,00:00.8,0.697096774,03:00.7,160.9,00:00.7,0.519032258,04:00.5,00:00.5,1,5:1,5:01,1,6:1,6:01,10,133.1,7:10,0.429354839,08:00.4
,18,,,87.7,0.282903226,216.1,01:00.3,0.697096774,2:0.697096774,02:00.7,160.9,00:00.7,0.519032258,03:00.5,125.8,00:00.5,0.405806452,04:00.4,00:00.4,1,5:1,5:01,0,6:0,6:00,10,82.9,7:10,0.267419355,08:00.3
,19,,,44.7,0.144193548,160.9,01:00.1,0.519032258,2:0.519032258,02:00.5,125.8,00:00.5,0.405806452,03:00.4,87.7,00:00.4,0.282903226,04:00.3,00:00.3,1,5:1,5:01,0,6:0,6:00,10,42.6,7:10,0.137419355,08:00.1
,20,,,42.1,0.135806452,125.8,01:00.1,0.405806452,2:0.405806452,02:00.4,87.7,00:00.4,0.282903226,03:00.3,44.7,00:00.3,0.144193548,04:00.1,00:00.1,1,5:1,5:01,0,6:0,6:00,10,40.3,7:10,0.13,08:00.1
,21,,,33,0.106451613,87.7,01:00.1,0.282903226,2:0.282903226,02:00.3,44.7,00:00.3,0.144193548,03:00.1,42.1,00:00.1,0.135806452,04:00.1,00:00.1,1,5:1,5:01,0,6:0,6:00,10,32.5,7:10,0.10483871,08:00.1
,22,,,37.4,0.120645161,44.7,01:00.1,0.144193548,2:0.144193548,02:00.1,42.1,00:00.1,0.135806452,03:00.1,33,00:00.1,0.106451613,04:00.1,00:00.1,1,5:1,5:01,0,6:0,6:00,10,36.8,7:10,0.118709677,08:00.1
,23,,,38.2,0.123225806,42.1,01:00.1,0.135806452,2:0.135806452,02:00.1,33,00:00.1,0.106451613,03:00.1,37.4,00:00.1,0.120645161,04:00.1,00:00.1,1,5:1,5:01,0,6:0,6:00,10,35,7:10,0.112903226,08:00.1
9/4/2014,0,Thursday,,33.3,0.107419355,33,01:00.1,0.106451613,2:0.106451613,02:00.1,37.4,00:00.1,0.120645161,03:00.1,38.2,00:00.1,0.123225806,04:00.1,00:00.1,1,5:1,5:01,0,6:0,6:00,10,29.3,7:10,0.094516129,08:00.1
,1,,,32.4,0.104516129,37.4,01:00.1,0.120645161,2:0.120645161,02:00.1,38.2,00:00.1,0.123225806,03:00.1,33.3,00:00.1,0.107419355,04:00.1,00:00.1,1,5:1,5:01,0,6:0,6:00,10,35.9,7:10,0.115806452,08:00.1
,2,,,37.8,0.121935484,38.2,01:00.1,0.123225806,2:0.123225806,02:00.1,33.3,00:00.1,0.107419355,03:00.1,32.4,00:00.1,0.104516129,04:00.1,00:00.1,1,5:1,5:01,0,6:0,6:00,10,32.6,7:10,0.10516129,08:00.1
,3,,,34.6,0.111612903,33.3,01:00.1,0.107419355,2:0.107419355,02:00.1,32.4,00:00.1,0.104516129,03:00.1,37.8,00:00.1,0.121935484,04:00.1,00:00.1,1,5:1,5:01,0,6:0,6:00,10,34.9,7:10,0.112580645,08:00.1
,4,,,33.3,0.107419355,32.4,01:00.1,0.104516129,2:0.104516129,02:00.1,37.8,00:00.1,0.121935484,03:00.1,34.6,00:00.1,0.111612903,04:00.1,00:00.1,1,5:1,5:01,0,6:0,6:00,10,33.5,7:10,0.108064516,08:00.1
,5,,,31,0.1,37.8,01:00.1,0.121935484,2:0.121935484,02:00.1,34.6,00:00.1,0.111612903,03:00.1,33.3,00:00.1,0.107419355,04:00.1,00:00.1,1,5:1,5:01,0,6:0,6:00,10,33.8,7:10,0.109032258,08:00.1
,6,,,24.1,0.077741935,34.6,01:00.1,0.111612903,2:0.111612903,02:00.1,33.3,00:00.1,0.107419355,03:00.1,31,00:00.1,0.1,04:00.1,04:00.1,1,5:1,5:01,0,6:0,6:00,10,47.7,7:10,0.153870968,08:00.2
,7,,,103.4,0.333548387,33.3,01:00.3,0.107419355,2:0.107419355,02:00.1,31,00:00.1,0.1,03:00.1,24.1,03:00.1,0.077741935,04:00.1,00:00.1,1,5:1,5:01,0,6:0,6:00,10,27.5,7:10,0.088709677,08:00.1
,8,,,129.2,0.416774194,31,01:00.4,0.1,2:0.1,02:00.1,24.1,02:00.1,0.077741935,03:00.1,103.4,00:00.1,0.333548387,04:00.3,00:00.3,1,5:1,5:01,0,6:0,6:00,10,135.9899838,7:10,0.438677367,08:00.4
,9,,,179.1,0.577741935,24.1,01:00.6,0.077741935,2:0.077741935,02:00.1,103.4,00:00.1,0.333548387,03:00.3,129.2,00:00.3,0.416774194,04:00.4,00:00.4,1,5:1,5:01,0,6:0,6:00,10,35.48,7:10,0.114451613,08:00.1
,10,,,235.2,0.758709677,103.4,01:00.8,0.333548387,2:0.333548387,02:00.3,129.2,00:00.3,0.416774194,03:00.4,179.1,00:00.4,0.577741935,04:00.6,00:00.6,1,5:1,5:01,1,6:1,6:01,10,208.1,7:10,0.671290323,08:00.7
,11,,,249.1,0.803548387,129.2,01:00.8,0.416774194,2:0.416774194,02:00.4,179.1,00:00.4,0.577741935,03:00.6,235.2,00:00.6,0.758709677,04:00.8,00:00.8,1,5:1,5:01,1,6:1,6:01,10,225,7:10,0.725806452,08:00.7
,12,,,236.1,0.761612903,179.1,01:00.8,0.577741935,2:0.577741935,02:00.6,235.2,00:00.6,0.758709677,03:00.8,249.1,00:00.8,0.803548387,04:00.8,00:00.8,1,5:1,5:01,1,6:1,6:01,10,223.7,7:10,0.721612903,08:00.7
,13,,,226.5,0.730645161,235.2,01:00.7,0.758709677,2:0.758709677,02:00.8,249.1,00:00.8,0.803548387,03:00.8,236.1,00:00.8,0.761612903,04:00.8,00:00.8,1,5:1,5:01,1,6:1,6:01,10,204.2,7:10,0.658709677,08:00.7
,14,,,243.6,0.785806452,249.1,01:00.8,0.803548387,2:0.803548387,02:00.8,236.1,00:00.8,0.761612903,03:00.8,226.5,00:00.8,0.730645161,04:00.7,00:00.7,1,5:1,5:01,1,6:1,6:01,10,240.5,7:10,0.775806452,08:00.8
,15,,,199.9,0.64483871,236.1,01:00.6,0.761612903,2:0.761612903,02:00.8,226.5,00:00.8,0.730645161,03:00.7,243.6,00:00.7,0.785806452,04:00.8,00:00.8,1,5:1,5:01,1,6:1,6:01,10,216.1,7:10,0.697096774,08:00.7
,16,,,180.7,0.582903226,226.5,01:00.6,0.730645161,2:0.730645161,02:00.7,243.6,00:00.7,0.785806452,03:00.8,199.9,00:00.8,0.64483871,04:00.6,00:00.6,1,5:1,5:01,1,6:1,6:01,10,160.9,7:10,0.519032258,08:00.5
,17,,,117.6,0.379354839,243.6,01:00.4,0.785806452,2:0.785806452,02:00.8,199.9,00:00.8,0.64483871,03:00.6,180.7,00:00.6,0.582903226,04:00.6,00:00.6,1,5:1,5:01,1,6:1,6:01,10,125.8,7:10,0.405806452,08:00.4
,18,,,85.1,0.274516129,199.9,01:00.3,0.64483871,2:0.64483871,02:00.6,180.7,00:00.6,0.582903226,03:00.6,117.6,00:00.6,0.379354839,04:00.4,00:00.4,1,5:1,5:01,0,6:0,6:00,10,87.7,7:10,0.282903226,08:00.3
,19,,,47.1,0.151935484,180.7,01:00.2,0.582903226,2:0.582903226,02:00.6,117.6,00:00.6,0.379354839,03:00.4,85.1,00:00.4,0.274516129,04:00.3,00:00.3,1,5:1,5:01,0,6:0,6:00,10,44.7,7:10,0.144193548,08:00.1
,20,,,37.6,0.121290323,117.6,01:00.1,0.379354839,2:0.379354839,02:00.4,85.1,00:00.4,0.274516129,03:00.3,47.1,00:00.3,0.151935484,04:00.2,00:00.2,1,5:1,5:01,0,6:0,6:00,10,42.1,7:10,0.135806452,08:00.1
,21,,,35.6,0.11483871,85.1,01:00.1,0.274516129,2:0.274516129,02:00.3,47.1,00:00.3,0.151935484,03:00.2,37.6,00:00.2,0.121290323,04:00.1,00:00.1,1,5:1,5:01,0,6:0,6:00,10,33,7:10,0.106451613,08:00.1
,22,,,42.1,0.135806452,47.1,01:00.1,0.151935484,2:0.151935484,02:00.2,37.6,00:00.2,0.121290323,03:00.1,35.6,00:00.1,0.11483871,04:00.1,00:00.1,1,5:1,5:01,0,6:0,6:00,10,37.4,7:10,0.120645161,08:00.1
,23,,,40.1,0.129354839,37.6,01:00.1,0.121290323,2:0.121290323,02:00.1,35.6,00:00.1,0.11483871,03:00.1,42.1,00:00.1,0.135806452,04:00.1,00:00.1,1,5:1,5:01,0,6:0,6:00,10,38.2,7:10,0.123225806,08:00.1
9/5/2014,0,Friday,,33.5,0.108064516,35.6,01:00.1,0.11483871,2:0.11483871,02:00.1,42.1,00:00.1,0.135806452,03:00.1,40.1,00:00.1,0.129354839,04:00.1,00:00.1,1,5:1,5:01,0,6:0,6:00,10,33.3,7:10,0.107419355,08:00.1
,1,,,35.9,0.115806452,42.1,01:00.1,0.135806452,2:0.135806452,02:00.1,40.1,00:00.1,0.129354839,03:00.1,33.5,00:00.1,0.108064516,04:00.1,00:00.1,1,5:1,5:01,0,6:0,6:00,10,32.4,7:10,0.104516129,08:00.1
,2,,,36.5,0.117741935,40.1,01:00.1,0.129354839,2:0.129354839,02:00.1,33.5,00:00.1,0.108064516,03:00.1,35.9,00:00.1,0.115806452,04:00.1,00:00.1,1,5:1,5:01,0,6:0,6:00,10,37.8,7:10,0.121935484,08:00.1
,3,,,36.7,0.118387097,33.5,01:00.1,0.108064516,2:0.108064516,02:00.1,35.9,00:00.1,0.115806452,03:00.1,36.5,00:00.1,0.117741935,04:00.1,00:00.1,1,5:1,5:01,0,6:0,6:00,10,34.6,7:10,0.111612903,08:00.1
,4,,,35,0.112903226,35.9,01:00.1,0.115806452,2:0.115806452,02:00.1,36.5,00:00.1,0.117741935,03:00.1,36.7,00:00.1,0.118387097,04:00.1,00:00.1,1,5:1,5:01,0,6:0,6:00,10,33.3,7:10,0.107419355,08:00.1
,5,,,27.9,0.09,36.5,01:00.1,0.117741935,2:0.117741935,02:00.1,36.7,00:00.1,0.118387097,03:00.1,35,00:00.1,0.112903226,04:00.1,00:00.1,1,5:1,5:01,0,6:0,6:00,10,31,7:10,0.1,08:00.1
,6,,,45.9,0.148064516,36.7,01:00.1,0.118387097,2:0.118387097,02:00.1,35,00:00.1,0.112903226,03:00.1,27.9,00:00.1,0.09,04:00.1,04:00.1,1,5:1,5:01,0,6:0,6:00,10,24.1,7:10,0.077741935,08:00.1
,7,,,81.2,0.261935484,35,01:00.3,0.112903226,2:0.112903226,02:00.1,27.9,00:00.1,0.09,03:00.1,45.9,03:00.1,0.148064516,04:00.1,00:00.1,1,5:1,5:01,0,6:0,6:00,10,103.4,7:10,0.333548387,08:00.3
,8,,,95.1,0.306774194,27.9,01:00.3,0.09,2:0.09,02:00.1,45.9,02:00.1,0.148064516,03:00.1,81.2,00:00.1,0.261935484,04:00.3,00:00.3,1,5:1,5:01,0,6:0,6:00,10,129.2,7:10,0.416774194,08:00.4
,9,,,133.5,0.430645161,45.9,01:00.4,0.148064516,2:0.148064516,02:00.1,81.2,00:00.1,0.261935484,03:00.3,95.1,00:00.3,0.306774194,04:00.3,00:00.3,1,5:1,5:01,0,6:0,6:00,10,179.1,7:10,0.577741935,08:00.6
,10,,,165.8,0.53483871,81.2,01:00.5,0.261935484,2:0.261935484,02:00.3,95.1,00:00.3,0.306774194,03:00.3,133.5,00:00.3,0.430645161,04:00.4,00:00.4,1,5:1,5:01,1,6:1,6:01,10,235.2,7:10,0.758709677,08:00.8
,11,,,165.6,0.534193548,95.1,01:00.5,0.306774194,2:0.306774194,02:00.3,133.5,00:00.3,0.430645161,03:00.4,165.8,00:00.4,0.53483871,04:00.5,00:00.5,1,5:1,5:01,1,6:1,6:01,10,249.1,7:10,0.803548387,08:00.8
,12,,,178.9,0.577096774,133.5,01:00.6,0.430645161,2:0.430645161,02:00.4,165.8,00:00.4,0.53483871,03:00.5,165.6,00:00.5,0.534193548,04:00.5,00:00.5,1,5:1,5:01,1,6:1,6:01,10,236.1,7:10,0.761612903,08:00.8
,13,,,170.1,0.548709677,165.8,01:00.5,0.53483871,2:0.53483871,02:00.5,165.6,00:00.5,0.534193548,03:00.5,178.9,00:00.5,0.577096774,04:00.6,00:00.6,1,5:1,5:01,1,6:1,6:01,10,226.5,7:10,0.730645161,08:00.7
,14,,,195.9,0.631935484,165.6,01:00.6,0.534193548,2:0.534193548,02:00.5,178.9,00:00.5,0.577096774,03:00.6,170.1,00:00.6,0.548709677,04:00.5,00:00.5,1,5:1,5:01,1,6:1,6:01,10,243.6,7:10,0.785806452,08:00.8
,15,,,182.7,0.589354839,178.9,01:00.6,0.577096774,2:0.577096774,02:00.6,170.1,00:00.6,0.548709677,03:00.5,195.9,00:00.5,0.631935484,04:00.6,00:00.6,1,5:1,5:01,1,6:1,6:01,10,199.9,7:10,0.64483871,08:00.6
,16,,,169.8,0.547741935,170.1,01:00.5,0.548709677,2:0.548709677,02:00.5,195.9,00:00.5,0.631935484,03:00.6,182.7,00:00.6,0.589354839,04:00.6,00:00.6,1,5:1,5:01,1,6:1,6:01,10,180.7,7:10,0.582903226,08:00.6
,17,,,97.3,0.313870968,195.9,01:00.3,0.631935484,2:0.631935484,02:00.6,182.7,00:00.6,0.589354839,03:00.6,169.8,00:00.6,0.547741935,04:00.5,00:00.5,1,5:1,5:01,1,6:1,6:01,10,117.6,7:10,0.379354839,08:00.4
,18,,,86,0.277419355,182.7,01:00.3,0.589354839,2:0.589354839,02:00.6,169.8,00:00.6,0.547741935,03:00.5,97.3,00:00.5,0.313870968,04:00.3,00:00.3,1,5:1,5:01,0,6:0,6:00,10,85.1,7:10,0.274516129,08:00.3
,19,,,41.3,0.133225806,169.8,01:00.1,0.547741935,2:0.547741935,02:00.5,97.3,00:00.5,0.313870968,03:00.3,86,00:00.3,0.277419355,04:00.3,00:00.3,1,5:1,5:01,0,6:0,6:00,10,47.1,7:10,0.151935484,08:00.2
,20,,,43,0.138709677,97.3,01:00.1,0.313870968,2:0.313870968,02:00.3,86,00:00.3,0.277419355,03:00.3,41.3,00:00.3,0.133225806,04:00.1,00:00.1,1,5:1,5:01,0,6:0,6:00,10,37.6,7:10,0.121290323,08:00.1
,21,,,4.3,0.013870968,86,01:00.0,0.277419355,2:0.277419355,02:00.3,41.3,00:00.3,0.133225806,03:00.1,43,00:00.1,0.138709677,04:00.1,00:00.1,1,5:1,5:01,0,6:0,6:00,10,35.6,7:10,0.11483871,08:00.1
,22,,,42.194504,0.136111303,41.3,01:00.1,0.133225806,2:0.133225806,02:00.1,43,00:00.1,0.138709677,03:00.1,4.3,00:00.1,0.013870968,04:00.0,00:00.0,1,5:1,5:01,0,6:0,6:00,10,42.1,7:10,0.135806452,08:00.1
,23,,,41.02347925,0.132333804,43,01:00.1,0.138709677,2:0.138709677,02:00.1,4.3,00:00.1,0.013870968,03:00.0,42.194504,00:00.0,0.136111303,04:00.1,00:00.1,1,5:1,5:01,0,6:0,6:00,10,40.1,7:10,0.129354839,08:00.1
9/6/2014,0,Saturday,,33.48395738,0.108012766,4.3,01:00.1,0.013870968,2:0.013870968,02:00.0,42.194504,00:00.0,0.136111303,03:00.1,41.02347925,00:00.1,0.132333804,04:00.1,00:00.1,1,5:1,5:01,0,6:0,6:00,10,33.5,7:10,0.108064516,08:00.1
